Entity,Code,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
United Kingdom,GBR,1984,42.43000030517578
United Kingdom,GBR,1985,43.349998474121094
United Kingdom,GBR,1986,43.810001373291016
United Kingdom,GBR,1987,44.7599983215332
United Kingdom,GBR,1988,46.2599983215332
United Kingdom,GBR,1989,48.380001068115234
United Kingdom,GBR,1990,48.97999954223633
United Kingdom,GBR,1991,48.400001525878906
United Kingdom,GBR,1992,48.5099983215332
United Kingdom,GBR,1993,48.40999984741211
United Kingdom,GBR,1994,48.630001068115234
United Kingdom,GBR,1995,48.84000015258789
United Kingdom,GBR,1996,49.54999923706055
United Kingdom,GBR,1997,50.209999084472656
United Kingdom,GBR,1998,50.470001220703125
United Kingdom,GBR,1999,51.02000045776367
United Kingdom,GBR,2000,51.560001373291016
United Kingdom,GBR,2001,51.86000061035156
United Kingdom,GBR,2002,52.2599983215332
United Kingdom,GBR,2003,52.34000015258789
United Kingdom,GBR,2004,52.630001068115234
United Kingdom,GBR,2005,53.02000045776367
United Kingdom,GBR,2006,53.130001068115234
United Kingdom,GBR,2007,52.91999816894531
United Kingdom,GBR,2008,53.119998931884766
United Kingdom,GBR,2009,52.540000915527344
United Kingdom,GBR,2010,52.209999084472656
United Kingdom,GBR,2011,52.08000183105469
United Kingdom,GBR,2012,52.2400016784668
United Kingdom,GBR,2013,52.77000045776367
United Kingdom,GBR,2014,53.709999084472656
United Kingdom,GBR,2015,54.27000045776367
United Kingdom,GBR,2016,54.79999923706055
United Kingdom,GBR,2017,55.349998474121094
United Kingdom,GBR,2018,55.7400016784668
United Kingdom,GBR,2019,56.38999938964844
United States,USA,1960,35.5
United States,USA,1961,35.400001525878906
United States,USA,1962,35.599998474121094
United States,USA,1963,35.79999923706055
United States,USA,1964,36.29999923706055
United States,USA,1965,37.099998474121094
United States,USA,1966,38.29999923706055
United States,USA,1967,39
United States,USA,1968,39.599998474121094
United States,USA,1969,40.70000076293945
United States,USA,1970,40.79999923706055
United States,USA,1971,40.400001525878906
United States,USA,1972,41
United States,USA,1973,42
United States,USA,1974,42.599998474121094
United States,USA,1975,42
United States,USA,1976,43.20000076293945
United States,USA,1977,44.5
United States,USA,1978,46.400001525878906
United States,USA,1979,47.5
United States,USA,1980,47.70000076293945
United States,USA,1981,48
United States,USA,1982,47.70000076293945
United States,USA,1983,48
United States,USA,1984,49.5
United States,USA,1985,50.400001525878906
United States,USA,1986,51.400001525878906
United States,USA,1987,52.5
United States,USA,1988,53.400001525878906
United States,USA,1989,54.29999923706055
United States,USA,1990,54.29999923706055
United States,USA,1991,53.70000076293945
United States,USA,1992,53.79999923706055
United States,USA,1993,54.099998474121094
United States,USA,1994,55.29999923706055
United States,USA,1995,55.70000076293945
United States,USA,1996,56.099998474121094
United States,USA,1997,56.86000061035156
United States,USA,1998,57.08000183105469
United States,USA,1999,57.43000030517578
United States,USA,2000,57.47999954223633
United States,USA,2001,57
United States,USA,2002,56.279998779296875
United States,USA,2003,56.130001068115234
United States,USA,2004,55.970001220703125
United States,USA,2005,56.2400016784668
United States,USA,2006,56.619998931884766
United States,USA,2007,56.63999938964844
United States,USA,2008,56.25
United States,USA,2009,54.41999816894531
United States,USA,2010,53.56999969482422
United States,USA,2011,53.189998626708984
United States,USA,2012,53.130001068115234
United States,USA,2013,53.15999984741211
United States,USA,2014,53.52000045776367
United States,USA,2015,53.7400016784668
United States,USA,2016,54.08000183105469
United States,USA,2017,54.58000183105469
United States,USA,2018,54.88999938964844
United States,USA,2019,55.36000061035156
United States,USA,2020,51.5099983215332
United States,USA,2021,53.16999816894531
Uruguay,URY,1998,43.56999969482422
Uruguay,URY,1999,42.18000030517578
Uruguay,URY,2000,41.560001373291016
Uruguay,URY,2001,41.5099983215332
Uruguay,URY,2002,39.560001373291016
Uruguay,URY,2003,39.43000030517578
Uruguay,URY,2004,41.279998779296875
Uruguay,URY,2005,42.650001525878906
Uruguay,URY,2006,44.59000015258789
Uruguay,URY,2007,46.9900016784668
Uruguay,URY,2008,48.81999969482422
Uruguay,URY,2009,49.650001525878906
Uruguay,URY,2010,49.90999984741211
Uruguay,URY,2011,52.310001373291016
Uruguay,URY,2012,51.95000076293945
Uruguay,URY,2013,50.880001068115234
Uruguay,URY,2014,52.18000030517578
Uruguay,URY,2015,51.33000183105469
Uruguay,URY,2016,51.029998779296875
Uruguay,URY,2017,50.7599983215332
Uruguay,URY,2018,50.31999969482422
Uruguay,URY,2019,49.91999816894531
Uruguay,URY,2020,47.29999923706055
Uzbekistan,UZB,2002,32.7400016784668
Uzbekistan,UZB,2003,33.220001220703125
Uzbekistan,UZB,2004,37.20000076293945
Uzbekistan,UZB,2005,37.52000045776367
Uzbekistan,UZB,2006,38.119998931884766
Uzbekistan,UZB,2007,37.63999938964844
Uzbekistan,UZB,2009,63.5099983215332
Uzbekistan,UZB,2010,62.40999984741211
Uzbekistan,UZB,2011,61.7400016784668
Uzbekistan,UZB,2012,62.20000076293945
Uzbekistan,UZB,2013,63.18000030517578
Uzbekistan,UZB,2014,63.79999923706055
Uzbekistan,UZB,2015,64.51000213623047
Uzbekistan,UZB,2016,65.16999816894531
Uzbekistan,UZB,2017,65.95999908447266
Uzbekistan,UZB,2019,58.93000030517578
Uzbekistan,UZB,2020,70.26000213623047
Vanuatu,VUT,2006,66.29000091552734
Vanuatu,VUT,2009,57.09000015258789
Vanuatu,VUT,2010,57.18000030517578
Vanuatu,VUT,2019,41.93000030517578
Venezuela,VEN,1984,27.040000915527344
Venezuela,VEN,1985,27.309999465942383
Venezuela,VEN,1986,27.579999923706055
Venezuela,VEN,1987,28.799999237060547
Venezuela,VEN,1988,29.389999389648438
Venezuela,VEN,1989,31.6299991607666
Venezuela,VEN,1994,33.72999954223633
Venezuela,VEN,1996,36.29999923706055
Venezuela,VEN,1998,41.5
Venezuela,VEN,2002,44.43000030517578
Venezuela,VEN,2005,43.58000183105469
Venezuela,VEN,2006,45.220001220703125
Venezuela,VEN,2007,45.81999969482422
Venezuela,VEN,2008,46.540000915527344
Venezuela,VEN,2009,46.91999816894531
Venezuela,VEN,2010,46.04999923706055
Venezuela,VEN,2011,45.959999084472656
Venezuela,VEN,2012,45.869998931884766
Venezuela,VEN,2016,45.15999984741211
Venezuela,VEN,2017,50.5099983215332
Vietnam,VNM,1996,71.30000305175781
Vietnam,VNM,1997,69
Vietnam,VNM,1998,68.80000305175781
Vietnam,VNM,1999,68.69999694824219
Vietnam,VNM,2000,67.4000015258789
Vietnam,VNM,2001,67.30000305175781
Vietnam,VNM,2002,67.4000015258789
Vietnam,VNM,2003,66.69999694824219
Vietnam,VNM,2004,65.94999694824219
Vietnam,VNM,2007,69.16999816894531
Vietnam,VNM,2009,70.37000274658203
Vietnam,VNM,2010,70.80000305175781
Vietnam,VNM,2011,70.93000030517578
Vietnam,VNM,2012,71.08000183105469
Vietnam,VNM,2013,71.81999969482422
Vietnam,VNM,2014,71.88999938964844
Vietnam,VNM,2015,71.26000213623047
Vietnam,VNM,2016,70.7300033569336
Vietnam,VNM,2017,70.2300033569336
Vietnam,VNM,2018,69.72000122070312
Vietnam,VNM,2019,62.5099983215332
Vietnam,VNM,2020,60.43000030517578
Yemen,YEM,1999,20
Yemen,YEM,2004,5.800000190734863
Yemen,YEM,2005,5.800000190734863
Yemen,YEM,2006,6.099999904632568
Yemen,YEM,2007,6.099999904632568
Yemen,YEM,2008,6
Yemen,YEM,2009,5.940000057220459
Yemen,YEM,2010,4.510000228881836
Yemen,YEM,2014,4.460000038146973
Zambia,ZMB,1986,53.5
Zambia,ZMB,1991,41.900001525878906
Zambia,ZMB,1998,50
Zambia,ZMB,2017,22.56999969482422
Zambia,ZMB,2018,21.440000534057617
Zambia,ZMB,2019,23.170000076293945
Zimbabwe,ZWE,1987,60.9900016784668
Zimbabwe,ZWE,1997,64.19999694824219
Zimbabwe,ZWE,1999,61.5099983215332
Zimbabwe,ZWE,2004,73.94999694824219
Zimbabwe,ZWE,2011,72.83000183105469
Zimbabwe,ZWE,2012,52.349998474121094
Zimbabwe,ZWE,2014,76.0999984741211
Zimbabwe,ZWE,2019,28.420000076293945
